CODIGO;DESCRIPCION;LATITUD;LONGITUD;DIRECION;CP;POBLACION;PROVINCIA;PAIS;CERCANIAS;FEVE;COMUN
10101;LAS MATAS                               ;40.5523275;-3.8967651;Plaza del Ferrocarril, S/N;28290;ROZAS DE MADRID (LAS);MADRID;ESPAÑA;SI;NO;
10102;LOS PENASCALES (APD)                    ;;;;;ROZAS DE MADRID (LAS);MADRID;ESPAÑA;SI;NO;
10103;TORRELODONES                            ;40.5745499;-3.9565955;Plaza Salvador Sanchez Frascuelo, 1;28250;TORRELODONES;MADRID;ESPAÑA;SI;NO;
10104;GALAPAGAR-LA NAVATA                     ;40.6002664;-3.9822646;Carretera de Galapagar A la Navata, S/N;28420;GALAPAGAR;MADRID;ESPAÑA;SI;NO;
10200;VILLALBA DE GUADARRAMA                  ;40.6265067;-4.0081871;Plaza Estacion Ferrocarril, S/N;28400;COLLADO VILLALBA;MADRID;ESPAÑA;SI;NO;
10201;SAN YAGO                                ;40.6178786;-4.0312349;Avenida Saltos del Sil, 1;28292;GALAPAGAR;MADRID;ESPAÑA;SI;NO;
10202;LAS ZORRERAS-NAVALQUEJIGO               ;40.6092725;-4.0463634;Calle Estacion Ferrocarril, S/N;28292;SAN LORENZO DE EL ESCORIAL;MADRID;ESPAÑA;SI;NO;
10203;EL ESCORIAL                             ;40.5852811;-4.1324479;Calle Santa Rosa, 85;28280;SAN LORENZO DE EL ESCORIAL;MADRID;ESPAÑA;SI;NO;
10204;ZARZALEJO                               ;40.538710 ;-4.158180 ;Calle del Ferrocarril, S/N;28293;ZARZALEJO;MADRID;ESPAÑA;SI;NO;
10205;ROBLEDO DE CHAVELA                      ;40.520802 ;-4.246774 ;Avenida Estacion Ferrocarril, S/N;28294;ROBLEDO DE CHAVELA;MADRID;ESPAÑA;SI;NO;
10206;SANTA MARÍA DE LA ALAMEDA-PEGUERINOS    ;40.568937 ;-4.269332 ;Calle Doce de Octubre, S/N;28296;SANTA MARÍA DE LA ALAMEDA;MADRID;ESPAÑA;SI;NO;
10207;LAS NAVAS DEL MARQUÉS                   ;40.5892050;-4.3622590;Avenida Estacion Ferrocarril, S/N;05230;NAVAS DEL MARQUÉS (LAS);ÁVILA;ESPAÑA;NO;NO;
10208;NAVALPERAL                              ;40.5911520;-4.4083820;Avenida Estacion Ferrocarril, S/N;05240;NAVALPERAL DE PINARES;ÁVILA;ESPAÑA;NO;NO;
10209;EL PIMPOLLAR                            ;40.5675870;-4.2835410;Calle Estacion Ferrocarril, S/N;28296;SANTA MARÍA DE LA ALAMEDA;MADRID;ESPAÑA;NO;NO;
10300;HERRADÓN-LA CAÑADA                      ;40.5992750;-4.4950390;Avenida Estacion Ferrocarril, S/N;05294;HERRADÓN DE PINARES;ÁVILA;ESPAÑA;NO;NO;
10301;NAVALGRANDE (APT)                       ;40.6063370;-4.5337380;;;HERRADÓN DE PINARES;ÁVILA;ESPAÑA;NO;NO;
10302;GUIMORCONDO                             ;40.6490620;-4.6149870;Avenida Estacion Ferrocarril, S/N;05004;ÁVILA;ÁVILA;ESPAÑA;NO;NO;
10400;ÁVILA                                   ;40.6572550;-4.6833120;Paseo Estacion Ferrocarril, S/N;05001;ÁVILA;ÁVILA;ESPAÑA;NO;NO;
10401;PEDROSILLO (APD)                        ;40.7127080;-4.6716170;;;ÁVILA;ÁVILA;ESPAÑA;NO;NO;
10403;MINGORRIA (APT-CGD)                     ;40.7445710;-4.6521550;;;MINGORRÍA;ÁVILA;ESPAÑA;NO;NO;
10404;VELAYOS                                 ;40.8840100;-4.6012060;;;BLASCOSANCHO;ÁVILA;ESPAÑA;NO;NO;
10405;SANCHIDRIAN (APT-CGD)                   ;40.8869950;-4.6020270;;;BLASCOSANCHO;ÁVILA;ESPAÑA;NO;NO;
10406;ADANERO (APD)                           ;40.9444140;-4.6203160;;;ADANERO;ÁVILA;ESPAÑA;NO;NO;
10407;ADANERO-MUNOZ   (APT)                   ;40.9658100;-4.6354750;;;ADANERO;ÁVILA;ESPAÑA;NO;NO;
10408;ORBITA-ESPINOSA (APD)                   ;41.0086030;-4.6674460;;;ESPINOSA DE LOS CABALLEROS;ÁVILA;ESPAÑA;NO;NO;
10409;ARÉVALO                                 ;41.0471230;-4.7019880;Calle Deposito, S/N;05200;ARÉVALO;ÁVILA;ESPAÑA;NO;NO;
10410;PALACIOS DE GODA (APD)                  ;41.1234710;-4.7542970;;;PALACIOS DE GODA;ÁVILA;ESPAÑA;NO;NO;
10411;ATAQUINES                               ;41.1853750;-4.7942270;;;ATAQUINES;VALLADOLID;ESPAÑA;NO;NO;
10412;GOMEZNARRO (APT)                        ;41.2444750;-4.8509260;;;MEDINA DEL CAMPO;VALLADOLID;ESPAÑA;NO;NO;
10500;MEDINA DEL CAMPO                        ;41.3176170;-4.9099230;Avenida Estacion Ferrocarril, 27;47400;MEDINA DEL CAMPO;VALLADOLID;ESPAÑA;NO;NO;MEDIN
10501;POZALDEZ                                ;41.3679200;-4.8360010;Calle Estacion Ferrocarril, S/N;47220;POZALDEZ;VALLADOLID;ESPAÑA;NO;NO;
10502;MATAPOZUELOS                            ;41.4227940;-4.8010250;Calle Camino Estacion Ferrocarril, S/N;47230;MATAPOZUELOS;VALLADOLID;ESPAÑA;NO;NO;
10503;VALDESTILLAS                            ;41.4887290;-4.7729370;Avenida Valladolid, S/N;47240;VALDESTILLAS;VALLADOLID;ESPAÑA;NO;NO;
10504;VIANA                                   ;41.5240700;-4.7544890;Calle Estacion Ferrocarril, S/N;47150;VIANA DE CEGA;VALLADOLID;ESPAÑA;NO;NO;
10505;EL PINAR (APD)                          ;41.5835180;-4.7567970;;;VALLADOLID;VALLADOLID;ESPAÑA;NO;NO;
10600;VALLADOLID                              ;41.6421670;-4.7269860;Calle Recondo, S/N;47007;VALLADOLID;VALLADOLID;ESPAÑA;NO;NO;
10602;CABEZÓN DEL PISUERGA                    ;41.7372760;-4.6512940;Calle Estacion Ferrocarril, S/N;47260;CABEZÓN DE PISUERGA;VALLADOLID;ESPAÑA;NO;NO;
10603;CORCOS-AGUILAREJO                       ;41.7664460;-4.6234850;Camino Estacion Ferrocarril, S/N;47281;CORCOS;VALLADOLID;ESPAÑA;NO;NO;
10604;CUBILLAS DE SANTA MARTA                 ;41.8088610;-4.5797540;Calle Camino del Apeadero, S/N;47290;CUBILLAS DE SANTA MARTA;VALLADOLID;ESPAÑA;NO;NO;
10605;DUEÑAS                                  ;41.8704800;-4.5412160;Calle Estacion Ferrocarril, 7;34210;DUEÑAS;PALENCIA;ESPAÑA;NO;NO;
10610;VALLADOLID-UNIVERSIDAD                  ;41.6602570;-4.7040370;Carretera Juan Carlos I, S/N;47011;VALLADOLID;VALLADOLID;ESPAÑA;NO;NO;
11000;VENTA DE BAÑOS                          ;41.9173600;-4.4958440;Calle Linea Ferrocarril, 3 - 7;34200;VENTA DE BAÑOS;PALENCIA;ESPAÑA;NO;NO;
11004;MAGAZ                                   ;41.9765610;-4.4321140;Avenida Virgen de Villaverde, S/N;34220;MAGAZ DE PISUERGA;PALENCIA;ESPAÑA;NO;NO;
11005;TORQUEMADA                              ;42.0158070;-4.2994310;;;TORQUEMADA;PALENCIA;ESPAÑA;NO;NO;
11006;QUINTANA DEL PUENTE                     ;42.0799740;-4.1985800;Calle Aselmo Arenillas, S/N;34250;QUINTANA DEL PUENTE;PALENCIA;ESPAÑA;NO;NO;
11007;VILLODRIGO                              ;42.1463150;-4.1065450;;;VILLODRIGO;PALENCIA;ESPAÑA;NO;NO;
11008;LOS BALBASES (APD)                      ;42.1741180;-4.0583960;;;BALBASES (LOS);BURGOS;ESPAÑA;NO;NO;
11009;VILLAQUIRÁN                             ;42.2157170;-3.9993960;Carretera Estacion Ferrocarril, S/N;09118;VILLAQUIRÁN DE LOS INFANTES;BURGOS;ESPAÑA;NO;NO;
11010;ESTEPAR                                 ;42.2728170;-3.8928960;;;SAN MAMÉS DE BURGOS;BURGOS;ESPAÑA;NO;NO;
11011;QUINTANILLEJA                           ;42.3266170;-3.8119950;;;SAN MAMÉS DE BURGOS;BURGOS;ESPAÑA;NO;NO;
11012;ALAMEDA (APD-CGD)                       ;42.3482290;-3.7813230;;;VILLALBILLA DE BURGOS;BURGOS;ESPAÑA;NO;NO;
11014;BURGOS ROSA MANZANO                     ;42.3711970;-3.6663080;Avenida Principe de Asturias, S/N;09006;BURGOS;BURGOS;ESPAÑA;NO;NO;
11100;BURGOS                                  ;42.3344940;-3.7076600;;;VILLALBILLA DE BURGOS;BURGOS;ESPAÑA;NO;NO;
11102;VILLAFRIA (APT)                         ;42.3624580;-3.6191960;;;BURGOS;BURGOS;ESPAÑA;NO;NO;
11103;QUINTANAPALLA                           ;42.4000910;-3.5410180;;;QUINTANAPALLA;BURGOS;ESPAÑA;NO;NO;
11104;BARRIOS DE COLINA (APD)                 ;42.3971240;-3.4863810;;;BARRIOS DE COLINA;BURGOS;ESPAÑA;NO;NO;
11106;SANTA OLALLA DE BUREBA                  ;42.4649170;-3.4470950;;;SANTA OLALLA DE BUREBA;BURGOS;ESPAÑA;NO;NO;
11108;CASTIL DE PEONES (APD)                  ;;;;;CASTIL DE PEONES;BURGOS;ESPAÑA;NO;NO;
11109;BRIVIESCA                               ;42.5427650;-3.3192870;Calle Via Ferrea, S/N;09240;BRIVIESCA;BURGOS;ESPAÑA;NO;NO;
11110;CALZADA DE BUREBA                       ;42.6229940;-3.2460900;;;FUENTEBUREBA;BURGOS;ESPAÑA;NO;NO;
11111;PANCORBO                                ;42.6304860;-3.1123070;Calle Estacion Ferrocarril, 2;09280;PANCORBO;BURGOS;ESPAÑA;NO;NO;
11112;BUJEDO (APD)                            ;42.6479170;-3.0166940;;;BUGEDO;BURGOS;ESPAÑA;NO;NO;
11200;MIRANDA DE EBRO                         ;42.6910240;-2.9403660;Plaza Estacion Ferrocarril, S/N;09200;MIRANDA DE EBRO;BURGOS;ESPAÑA;NO;NO;
11203;MANZANOS                                ;42.7428990;-2.8675010;Rio Zadorra Kalea, S/N;01220;RIBERA BAJA/ERRIBERA BEITIA;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11204;LA PUEBLA DE ARGANZÓN                   ;42.7652450;-2.8303850;Calle Estacion Ferrocarril, S/N;09294;PUEBLA DE ARGANZÓN (LA);BURGOS;ESPAÑA;NO;NO;
11205;NANCLARES/LANGRAIZ                      ;42.8162160;-2.8049420;La Estacion Kalez, S/N;01230;IRUÑA OKA/IRUÑA DE OCA;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11206;TRESPUENTES                             ;42.8434170;-2.7659940;;;IRUÑA OKA/IRUÑA DE OCA;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11208;VITORIA/GASTEIZ                         ;42.8415170;-2.6726010;Plazuela de la Estacion, 1;01005;VITORIA-GASTEIZ;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11209;ESTÍBALIZ-OREITIA                       ;42.8539650;-2.5601630;;;VITORIA-GASTEIZ;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11210;ALEGRÍA DE ÁLAVA-DULANTZI               ;42.8487230;-2.5146680;Calle Estacion Ferrocarril, S/N;01240;ALEGRÍA-DULANTZI;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11211;EZKEREKOTXA  (APD)                      ;42.8412880;-2.4785120;;;ALEGRÍA-DULANTZI;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11212;SALVATIERRA/AGURAIN                     ;42.8464300;-2.3892100;Trebiño Kalea, S/N;01200;SALVATIERRA/AGURAIN;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11213;ARAIA                                   ;42.8695990;-2.3068070;Calle Estacion Ferrocarril, S/N;01208;ZALDUONDO;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11214;EGUINO (APD)                            ;42.8667910;-2.2524370;;;ASPARRENA;ARABA/ÁLAVA;ESPAÑA;NO;NO;
11215;ZIORDIA                                 ;42.8692290;-2.2258190;;;ZIORDIA;NAVARRA;ESPAÑA;NO;NO;
11216;OLAZTI/OLAZAGUTIA                       ;42.8784530;-2.1991430;;;OLAZTI/OLAZAGUTÍA;NAVARRA;ESPAÑA;NO;NO;
11300;ALTSASU/ALSASUA-ESTACIÓN                ;42.8948470;-2.1812370;Calle Estacion Ferrocarril, S/N;31800;ALTSASU/ALSASUA;NAVARRA;ESPAÑA;NO;NO;
11303;ZEGAMA-OTZAURTE (APT)                   ;42.9394120;-2.2635810;;;ZEGAMA;GIPUZKOA;ESPAÑA;NO;NO;
11304;ZEGAMA-OTZAURTE                         ;42.9955150;-2.3229150;;;ZEGAMA;GIPUZKOA;ESPAÑA;NO;NO;
11305;BRINKOLA-OÑATI                          ;43.019887 ;-2.334469 ;Calle Estacion Ferrocarril S/N;20220;LEGAZPI;GIPUZKOA;ESPAÑA;SI;NO;
11306;LEGAZPI                                 ;43.052263 ;-2.329396 ;Geltoki Hiribidea, 9;20320;LEGAZPI;GIPUZKOA;ESPAÑA;SI;NO;
11400;ZUMARRAGA                               ;43.088273 ;-2.318462 ;Estaciones de las Plazas, S/N;20700;ZUMARRAGA;GIPUZKOA;ESPAÑA;SI;NO;
11401;GABIRIA (APD)                           ;;;;;GABIRIA;GIPUZKOA;ESPAÑA;SI;NO;
11402;ORMAIZTEGI                              ;43.040151 ;-2.255831 ;Sakabanatua Barreiatua, 23;20216;ORMAIZTEGI;GIPUZKOA;ESPAÑA;SI;NO;
11403;SALBATORE                               ;;;;;BEASAIN;GIPUZKOA;ESPAÑA;SI;NO;
11404;BEASAIN                                 ;43.046174 ;-2.203234 ;Barrendain Plaza, 1;20200;BEASAIN;GIPUZKOA;ESPAÑA;SI;NO;
11405;ORDIZIA/ORDICIA                         ;43.052583 ;-2.181019 ;Joseba Rezolaren Pasalekua, 2;20240;ORDIZIA;GIPUZKOA;ESPAÑA;SI;NO;
11406;ITSASONDO(APD)                          ;43.068955 ;-2.162736 ;Geltokiko Bidea, 2;20249;ITSASONDO;GIPUZKOA;ESPAÑA;SI;NO;
11407;LEGORRETA                               ;43.085187 ;-2.14555  ;San Miguel Auzoa, 10;20250;LEGORRETA;GIPUZKOA;ESPAÑA;SI;NO;
11408;IKAZTEGUIETA (APD)                      ;43.094977 ;-2.126252 ;San Lorenzo Auzunea, 18;20267;IKAZTEGIETA;GIPUZKOA;ESPAÑA;SI;NO;
11409;ALEGIA                                  ;43.10214  ;-2.099346 ;Bideberrieta Kalea, 4;20260;ALEGIA;GIPUZKOA;ESPAÑA;SI;NO;
11500;TOLOSA                                  ;43.131936 ;-2.085247 ;Geltoki Kalea, S/N;20400;TOLOSA;GIPUZKOA;ESPAÑA;SI;NO;
11501;TOLOSA CENTRO                           ;43.13597  ;-2.078512 ;Pablo Gorosabel Kalea, S/N;20400;TOLOSA;GIPUZKOA;ESPAÑA;SI;NO;
11502;ANOETA                                  ;43.165233 ;-2.071624 ;San Juan Kalea, S/N;20270;ANOETA;GIPUZKOA;ESPAÑA;SI;NO;
11503;VILLABONA-ZIZURKIL                      ;43.189391 ;-2.055641 ;Aurrera Plaza, 5;20150;VILLABONA;GIPUZKOA;ESPAÑA;SI;NO;
11504;ANDOAIN-CENTRO                          ;43.214729 ;-2.020394 ;Kaleberria Kalea, 34;20140;ANDOAIN;GIPUZKOA;ESPAÑA;SI;NO;
11505;ANDOAIN                                 ;43.221715 ;-2.016357 ;Arantzibia Kalea, S/N;20140;ANDOAIN;GIPUZKOA;ESPAÑA;SI;NO;
11506;URNIETA                                 ;43.243416 ;-1.991492 ;Barrio Lategui, S/N;20130;URNIETA;GIPUZKOA;ESPAÑA;SI;NO;
11507;HERNANI-CENTRO                          ;43.261977 ;-1.975726 ;Antzieta Kalea, S/N;20120;HERNANI;GIPUZKOA;ESPAÑA;SI;NO;
11508;HERNANI                                 ;43.272283 ;-1.964175 ;Bestizan Kalea, S/N;20120;HERNANI;GIPUZKOA;ESPAÑA;SI;NO;
11509;MARTUTENE                               ;43.29442  ;-1.956981 ;Bidea Hipica, 105;20014;DONOSTIA/SAN SEBASTIÁN;GIPUZKOA;ESPAÑA;SI;NO;
11510;LOIOLA                                  ;43.304772 ;-1.964289 ;Antzieta Pasealekua, 15;20014;DONOSTIA/SAN SEBASTIÁN;GIPUZKOA;ESPAÑA;SI;NO;
11511;SAN SEBASTIÁN/DONOSTIA                  ;43.317669 ;-1.976704 ;Calle Paseo de Francia, 22;20012;DONOSTIA/SAN SEBASTIÁN;GIPUZKOA;ESPAÑA;SI;NO;
11512;GROS                                    ;43.322077 ;-1.972632 ;Misericordia Kalea, 7;20001;DONOSTIA/SAN SEBASTIÁN;GIPUZKOA;ESPAÑA;SI;NO;
11513;ATEGORRIETA (APD)                       ;43.321814 ;-1.967016 ;Zubiaurre Pasealekua, 27;20013;DONOSTIA/SAN SEBASTIÁN;GIPUZKOA;ESPAÑA;SI;NO;
11514;HERRERA (APD)                           ;43.320009 ;-1.917946 ;Herrera Pasealekua, 3;20017;DONOSTIA/SAN SEBASTIÁN;GIPUZKOA;ESPAÑA;SI;NO;
11515;PASAIA                                  ;43.318764 ;-1.904324 ;Nafarroa Hiribidea, 16;20110;PASAIA;GIPUZKOA;ESPAÑA;SI;NO;
11516;LEZO-ERRENTERIA                         ;43.313544 ;-1.895015 ;Jaizkibel Hiribidea, 2;20100;LEZO;GIPUZKOA;ESPAÑA;SI;NO;
11517;GAINCHURIZQUETA (APD)                   ;;;;;LEZO;GIPUZKOA;ESPAÑA;SI;NO;
11518;VENTAS DE IRUN                          ;43.331008 ;-1.816203 ;Elizatxo Hiribidea, S/N;20305;IRUN;GIPUZKOA;ESPAÑA;SI;NO;
11522;INTXAURRONDO                            ;43.32068  ;-1.952632 ;Zubiarre Pasealekua, S/N;20015;DONOSTIA/SAN SEBASTIÁN;GIPUZKOA;ESPAÑA;SI;NO;
11600;IRUN                                    ;43.339582 ;-1.800192 ;Calle Estacion Ferrocarril, S/N;20301;IRUN;GIPUZKOA;ESPAÑA;SI;NO;IRUN-
11602;HENDAYA                                 ;43.3522980;-1.7830810;Boulevard Du General de Gaulle, S/N;;IRUN;CEUTA;ESPAÑA;NO;NO;IRUN-
12001;LOS NEGRALES                            ;40.6385681;-4.0220307;Calle Paralela, 11;28409;ALPEDRETE;MADRID;ESPAÑA;SI;NO;
12002;ALPEDRETE-MATAESPESA                    ;40.6580931;-4.0350813;Camino de la Estacion, 34;28439;ALPEDRETE;MADRID;ESPAÑA;SI;NO;
12004;COLLADO MEDIANO                         ;40.6927600;-4.0359164;Calle Real, 73;28450;COLLADO MEDIANO;MADRID;ESPAÑA;SI;NO;
12005;LOS MOLINOS-GUADARRAMA                  ;40.7066368;-4.0673999;Paseo Pedro Gutierrez, S/N;28460;MOLINOS (LOS);MADRID;ESPAÑA;SI;NO;
12006;CERCEDILLA                              ;40.7375282;-4.0664502;Calle Emilio Serrano, 30;28470;CERCEDILLA;MADRID;ESPAÑA;SI;NO;
12007;TABLADA                                 ;40.7056480;-4.1253100;Avenida Valle del Guadarrama, S/N;28480;GUADARRAMA;MADRID;ESPAÑA;NO;NO;
12008;GUDILLOS                                ;40.7169140;-4.1576810;Camino de Gudillos, S/N;40400;ESPINAR (EL);SEGOVIA;ESPAÑA;NO;NO;
12009;SAN RAFAEL                              ;40.7149440;-4.1814300;Barrio de San Rafael, S/N;40410;CASTRO DEL RÍO;SEGOVIA;ESPAÑA;NO;NO;
12010;EL ESPINAR                              ;40.7408520;-4.1894820;Calle Estacion Ferrocarril, S/N;40400;CASTRO DEL RÍO;SEGOVIA;ESPAÑA;NO;NO;
12011;LOS ÁNGELES DE SAN RAFAEL               ;40.7779090;-4.2069330;Urbanizacion los Angeles de San Rafael, S/N;40424;CASTRO DEL RÍO;SEGOVIA;ESPAÑA;NO;NO;
12012;OTERO-HERREROS                          ;40.8009700;-4.2035040;Barrio Estacion Ferrocarril, S/N;40422;OTERO DE HERREROS;SEGOVIA;ESPAÑA;NO;NO;
12013;ORTIGOSA DEL MONTE                      ;40.8327710;-4.1680940;Avenida Estacion Ferrocarril, S/N;40421;ORTIGOSA DEL MONTE;SEGOVIA;ESPAÑA;NO;NO;
12014;NAVAS DE RIOFRÍO- LA LOSA               ;40.8566730;-4.1411030;Calle Estacion Ferrocarril, S/N;40420;NAVAS DE RIOFRÍO;SEGOVIA;ESPAÑA;NO;NO;
12015;CERCEDILLA-PUEBLO (APD)                 ;;;;;CERCEDILLA;MADRID;ESPAÑA;SI;NO;
12016;HERAS Y LOS CASTANOS (APD)              ;;;;;CERCEDILLA;MADRID;ESPAÑA;SI;NO;
12017;CAMORRITOS (APT)                        ;;;;;CERCEDILLA;MADRID;ESPAÑA;SI;NO;
12018;SIETE PICOS                             ;;;;;CERCEDILLA;MADRID;ESPAÑA;SI;NO;
12019;COLLADO ALBO (APT)                      ;;;;;CERCEDILLA;MADRID;ESPAÑA;SI;NO;
12020;PUERTO NAVACERRADA (APT)                ;40.7842464;-4.0050168;Calle Vitoria, 1;28470;CERCEDILLA;MADRID;ESPAÑA;SI;NO;
12021;DOS CASTILLAS (APD)                     ;;;;;REAL SITIO DE SAN ILDEFONSO;MADRID;ESPAÑA;SI;NO;
12022;VAQUERIZAS (APT)                        ;;;;;REAL SITIO DE SAN ILDEFONSO;MADRID;ESPAÑA;SI;NO;
12023;LOS COTOS (APT)                         ;40.8223493;-3.9644101;Carretera C-604 - Estacion Ferrocarril, S/N;40100;REAL SITIO DE SAN ILDEFONSO;MADRID;ESPAÑA;SI;NO;
12100;SEGOVIA                                 ;40.9340300;-4.1136500;Calle Obispo Quesada, 1;40006;SEGOVIA;SEGOVIA;ESPAÑA;NO;NO;SEGOV
12101;HONTANARES DE ERESMA                    ;;;;;HONTANARES DE ERESMA;SEGOVIA;ESPAÑA;NO;NO;
12102;AUSIN (APD)                             ;;;;;YANGUAS DE ERESMA;SEGOVIA;ESPAÑA;NO;NO;
12103;YANGUAS DE E.-CARBONERO EL MAYOR        ;;;;;CARBONERO EL MAYOR;SEGOVIA;ESPAÑA;NO;NO;
12104;ARMUNA-BERNARDOS  (APD)                 ;;;;;BERNARDOS;SEGOVIA;ESPAÑA;NO;NO;
12105;ORTIGOSA PESTANO  (APT-CGD)             ;;;;;ORTIGOSA DE PESTAÑO;SEGOVIA;ESPAÑA;NO;NO;
12106;NAVA DE LA ASUNCION                     ;;;;;NAVA DE LA ASUNCIÓN;SEGOVIA;ESPAÑA;NO;NO;
12107;COCA  (APT-CGD)                         ;;;;;COCA;SEGOVIA;ESPAÑA;NO;NO;
12108;CIRUELOS (APT)                          ;;;;;COCA;SEGOVIA;ESPAÑA;NO;NO;
12109;FUENTE DE SANTA CRUZ COCA (APD)         ;;;;;FUENTE DE SANTA CRUZ;SEGOVIA;ESPAÑA;NO;NO;
12110;FUENTE OLMEDO (APD)                     ;;;;;FUENTE-OLMEDO;VALLADOLID;ESPAÑA;NO;NO;
12111;OLMEDO DE ADAJA                         ;;;;;OLMEDO;VALLADOLID;ESPAÑA;NO;NO;
12112;POZAL DE GALLINAS                       ;;;;;POZAL DE GALLINAS;VALLADOLID;ESPAÑA;NO;NO;
13001;POBES                                   ;42.8031170;-2.9072940;;;ERRIBERAGOITIA/RIBERA ALTA;ARABA/ÁLAVA;ESPAÑA;NO;NO;
13002;ZUAZO (APT)                             ;42.8689310;-2.8980600;;;GALDAKAO;ARABA/ÁLAVA;ESPAÑA;NO;NO;
13003;IZARRA                                  ;42.9514090;-2.9007550;;;URKABUSTAIZ;ARABA/ÁLAVA;ESPAÑA;NO;NO;
13004;INOSO-OIARDO     )                      ;42.9921360;-2.9157100;;;URKABUSTAIZ;ARABA/ÁLAVA;ESPAÑA;NO;NO;
13005;LEZAMA                                  ;43.0278170;-2.9906940;;;LEZAMA;ARABA/ÁLAVA;ESPAÑA;NO;NO;
13006;ARTOMANA (APT)                          ;42.9834510;-2.9771940;;;AMURRIO;ARABA/ÁLAVA;ESPAÑA;NO;NO;
13100;ORDUÑA                                  ;42.994971 ;-3.014669 ;La Estacion Kalea, 2;48460;URDUÑA/ORDUÑA;BIZKAIA;ESPAÑA;SI;NO;
13101;AMURRIO                                 ;43.042794 ;-3.004019 ;Kalea Dionisio Aldama, 15;01470;AMURRIO;ARABA/ÁLAVA;ESPAÑA;SI;NO;
13102;SALBIO                                  ;43.064293 ;-2.995857 ;Urrieta Kalea, S/N;01470;AMURRIO;ARABA/ÁLAVA;ESPAÑA;SI;NO;
13103;LUIAONDO                                ;43.093554 ;-2.999662 ;Oloste Kalea, S/N;01408;AYALA/AIARA;ARABA/ÁLAVA;ESPAÑA;SI;NO;
13104;SANTA CRUZ DE LLODIO                    ;43.132448 ;-2.970197 ;Poligono Indrustrialdea, S/N;01400;LAUDIO/LLODIO;ARABA/ÁLAVA;ESPAÑA;SI;NO;
13105;BAKIOLA (APD)                           ;;;;;ARRANKUDIAGA;BIZKAIA;ESPAÑA;NO;NO;
13106;LLODIO                                  ;43.142721 ;-2.959916 ;Jose Matia Kalea, S/N;01400;LAUDIO/LLODIO;ARABA/ÁLAVA;ESPAÑA;SI;NO;
13107;ARETA                                   ;43.146085 ;-2.945719 ;Estacion Bidea, 4;01400;LAUDIO/LLODIO;ARABA/ÁLAVA;ESPAÑA;SI;NO;
13108;ARBIDE                                  ;43.159117 ;-2.929893 ;Rotalde Auzoa, S/N;48498;ARRANKUDIAGA;BIZKAIA;ESPAÑA;SI;NO;
13109;ARRANKUDIAGA (APD)                      ;43.1689773;-2.9190924;Iberlanda Auzoa, S/N;48498;ARRANKUDIAGA;BIZKAIA;ESPAÑA;SI;NO;
13110;UGAO-MIRABALLES                         ;43.180117 ;-2.903493 ;Torre de Ugao Kalea, 23;48490;UGAO-MIRABALLES;BIZKAIA;ESPAÑA;SI;NO;
13111;ARRIGORRIAGA                            ;43.2123426;-2.8906975;Paseo Urgoiti Kalea, 4;48480;ARRIGORRIAGA;BIZKAIA;ESPAÑA;SI;NO;
13112;BASAURI (APD)                           ;43.226952 ;-2.888881 ;Uriarte Kalea, S/N;48970;BASAURI;BIZKAIA;ESPAÑA;SI;NO;
13113;BIDEBIETA-BASAURI                       ;43.238817 ;-2.892993 ;Piru Gainza Kalea, 11;48970;BASAURI;BIZKAIA;ESPAÑA;SI;NO;
13114;OLLARGAN                                ;43.244697 ;-2.912016 ;Santa Isabel Kalea, 52;48003;ARRIGORRIAGA;BIZKAIA;ESPAÑA;SI;NO;
13115;BAKIOLA                                 ;43.176332 ;-2.909743 ;Bakiola Auzoa, 3;48498;ARRANKUDIAGA;BIZKAIA;ESPAÑA;SI;NO;
13116;IÑARRATXU                               ;43.017154 ;-3.011418 ;Saratxo Entitatea, S/N;01470;AMURRIO;ARABA/ÁLAVA;ESPAÑA;SI;NO;
13117;ARAKALDO                                ;43.154817 ;-2.938893 ;Usilarra Errepidea, S/N;48498;ARAKALDO;BIZKAIA;ESPAÑA;SI;NO;
13118;ABAROA-SM                               ;43.236846 ;-2.889762 ;Eleuterio Villaverde Etorbidea, S/N;48970;BASAURI;BIZKAIA;ESPAÑA;SI;NO;
13119;LA PEÑA                                 ;43.239764 ;-2.923413 ;Malmasin Kalea, 2;48003;BILBAO;;ESPAÑA;SI;NO;
13120;MIRIBILLA                               ;43.25325  ;-2.9294   ;Santiago de Compostela Kalea, 12;48003;BILBAO;;ESPAÑA;SI;NO;
13121;AMURRIO IPARRALDE                       ;43.0513   ;-2.99965  ;Juan de Aranoa Kalea, S/N;01470;AMURRIO;MADRID;ESPAÑA;SI;NO;
13200;BILBAO-ABANDO INDALECIO PRIETO          ;43.259609 ;-2.92915  ;Plaza Circular, 2;48008;BILBAO;BIZKAIA;ESPAÑA;SI;NO;
